code,city,country,name,latitude,longitude
MBX,Maribor,Slovenia,Maribor,46.479861,15.686131
YAM,Sault Ste. Marie,Canada,Sault Ste Marie,46.485001,-84.509445
BCM,Bacau,Romania,Bacau,46.521946,26.910278
IWD,Ironwood,USA,Gogebic Iron County Airport,46.5274747,-90.1313967
SMV,Samedan/St. Moritz,Switzerland,Samedan,46.534075,9.884106
YKM,Yakima,USA,Yakima Air Terminal McAllister Field,46.5682,-120.544
PIS,Poitiers,France,Biard,46.587745,0.306666
HLN,Helena,USA,Helena Rgnl,46.606806,-111.98275
YSB,Sudbury,Canada,Sudbury,46.625,-80.798889
KLU,Klagenfurt,Austria,Woerthersee International Airport,46.642514,14.337739
TCG,Tocache,Peru,Tacheng Airport,46.6725,83.3408
KHE,Kherson,Ukraine,Chernobayevka Airport,46.6758,32.5064
PQI,Presque Isle,USA,Northern Maine Rgnl At Presque Isle,46.688958,-68.044797
EDM,La Roche,France,Les Ajoncs,46.701944,-1.378625
IDY,Ile d'Yeu,France,Île d'Yeu Airport,46.718611,-2.391111
PUW,Pullman/Moscow,USA,Pullman-Moscow Rgnl,46.743861,-117.109583
FSP,St. Pierre,St. Pierre & Miquelon,St Pierre,46.762904,-56.173088
BIS,Bismarck,USA,Bismarck Municipal Airport,46.775842,-100.757931
CLJ,Cluj Napoca,Romania,Cluj Napoca,46.785167,23.686167
YQB,Quebec,Canada,Quebec Jean Lesage Intl,46.791111,-71.393333
DIK,Dickinson,USA,Dickinson Theodore Roosevelt Regional Airport,46.7975,-102.801944
DLH,Duluth,USA,Duluth Intl,46.842091,-92.193649
JMU,Jiamusi,China,Jiamusi Airport,46.843394,130.465389
CHR,Chateauroux,France,Deols,46.862194,1.730667
CAR,Caribou,USA,Caribou Muni,46.8715,-68.017917
UUS,Yuzhno Sakhalinsk,Russia,Khomutovo,46.888672,142.717531
BXH,Balhash,Kazakhstan,Balkhash Airport,46.8933,75.005
BRN,Bern (Berne),Switzerland,Bern Belp,46.9141,7.497153
MSO,Missoula,USA,Missoula Intl,46.916306,-114.090556
FAR,Fargo,USA,Hector International Airport,46.92065,-96.8157639
KIV,Chisinau (Kishiney/Kishinev),Moldova,Chisinau Intl,46.927744,28.930978
JMS,Jamestown,USA,Jamestown Regional Airport,46.9297,-98.6782
OLM,Olympia,USA,Olympia Regional Airpor,46.9694044,-122.9025447
HQM,Hoquiam,USA,Bowerman Field,46.9711944,-123.9365556
BXO,Bissau,Guinea Bissau,Buochs Airport,46.9725,8.398611
GRZ,Graz,Austria,Graz,46.991067,15.439628
NVS,Neveras,France,Fourchambault,47.002625,3.113333
YCH,Chatham,Canada,Miramichi,47.007778,-65.449167
OMR,Oradea,Romania,Oradea,47.025278,21.9025
DLE,Dole,France,Tavaux,47.039014,5.42725
LWT,Lewistown,USA,Lewistown Municipal Airport,47.0493,-109.467
NLV,Mykolayiv (Nikolayev),Ukraine,Mykolaiv International Airport,47.0579,31.9198
BOU,Bourges,France,Bourges,47.058056,2.370278
MPW,Mariupol (Zhdanov),Ukraine,Mariupol International Airport,47.0761,37.4496
GRF,Fort Lewis (Tacoma),USA,Gray Aaf,47.079217,-122.580783
CET,Cholet,France,Le Pontreau,47.082136,-0.877064
MQC,Miquelon,St. Pierre & Miquelon,Miquelon,47.095472,-56.380278
GUW,Atyrau (Guryev),Kazakhstan,Atyrau,47.121944,51.821389
TCM,Tacoma,USA,Mc Chord Afb,47.137678,-122.476475
GDV,Glendive,USA,Dawson Community Airport,47.138611,-104.807222
NTE,Nantes,France,Nantes Atlantique,47.153189,-1.610725
CMX,Hancock,USA,Houghton County Memorial Airport,47.1684,-88.4891
IAS,Iasi,Romania,Iasi,47.178492,27.620631
MWH,Moses Lake,USA,Grant Co Intl,47.207708,-119.32019
GPZ,Grand Rapids,USA,Grand Rapids Itasca County,47.211111,-93.509722
NDG,Qiqihar (Tsi-tsihar),China,Qiqihar Sanjiazi Airport,47.239628,123.918131
ROV,Rostov,Russia,Rostov Na Donu,47.258208,39.818089
INN,Innsbruck,Austria,Innsbruck,47.260219,11.343964
TIW,Tacoma,USA,Tacoma Narrows Airport,47.267944,-122.57811
DIJ,Dijon,France,Longvic,47.26889,5.09
WFK,Frenchville,USA,Northern Aroostook Regional Airport,47.285556,-68.312778
SNR,Saint-Nazaire,France,Montoir,47.312189,-2.149181
HIB,Hibbing,USA,Chisholm Hibbing,47.3866,-92.838994
EAT,Wenatchee,USA,Pangborn Field,47.398,-120.206
YGR,Iles-de-la-Madeleine,Canada,Iles De La Madeleine,47.424721,-61.778056
TUF,Tours,France,Val De Loire,47.432222,0.727606
BUD,Budapest,Hungary,Ferihegy,47.436933,19.255592
SEA,Seattle,USA,Seattle Tacoma Intl,47.449,-122.309306
ZRH,Zurich,Switzerland,Zurich,47.464722,8.549167
GTF,Great Falls,USA,Great Falls Intl,47.482,-111.370689
ACH,Altenrhein,Switzerland,St Gallen Altenrhein,47.485033,9.560775
DEB,Debrecen,Hungary,Debrecen,47.488917,21.615333
PWT,Bremerton,USA,Bremerton National,47.490244,-122.764814
RNT,Renton,USA,Renton,47.4931389,-122.21575
BJI,Bemidji,USA,Bemidji Regional Airport,47.510722,-94.934722
BFI,Seattle,USA,Boeing Fld King Co Intl,47.53,-122.301947
LND,Lander,USA,Lindau HBF,47.5489,9.688
ANE,Angers,France,Angers-Loire Airport,47.5603,-0.312222
MLH,Mulhouse,France,Bale Mulhouse,47.589583,7.529914
EAP,Basel/Mulhouse,Switzerland/France,EuroAirport,47.589583,7.529914
BSL,Basel,Switzerland,EuroAirport Basel-Mulhouse-Freiburg,47.59,7.529167
SKA,Spokane,USA,Fairchild Afb,47.615058,-117.655772
YYT,St. John's,Canada,St Johns Intl,47.61861,-52.751945
GEG,Spokane,USA,Spokane Intl,47.619861,-117.533833
LKE,Seattle,USA,Kenmore Air Harbor Seaplane Base,47.629,-122.339
ZBF,Bathurst,Canada,Bathurst Airport,47.6297,-65.7389
BOR,Belfort,France,Fontaine Airport,47.6556015,7.0108299
BAY,Baia Mare,Romania,Tautii Magheraus,47.658389,23.470022
FDH,Friedrichshafen,Germany,Friedrichshafen,47.671317,9.511486
SFF,Spokane,USA,Felts Fld,47.682819,-117.322558
SCV,Suceava,Romania,Stefan Cel Mare,47.6875,26.354056
YXR,Earlton,Canada,Timiskaming Rgnl,47.695,-79.848889
SUJ,Satu Mare,Romania,Satu Mare,47.703275,22.8857
SDY,Sidney,USA,Sidney-Richland Municipal Airport,47.706944,-104.1925
DZN,Zhezqazghan (Dzhezkazgan),Kazakhstan,Zhezkazgan Airport,47.708333,67.733333
VNE,Vannes,France,Meucon,47.723303,-2.718561
KEX,Kanabea,Papua New Guinea,Kempten HBF,47.724,10.311
LES,Lesobeng,Lesotho,Leuterschach BF,47.75,10.601
KEH,Seattle (Kenmore),USA,Kenmore Air Harbor Inc Seaplane Base,47.7548,-122.259
LRT,Lorient,France,Lann Bihoue,47.760555,-3.44
YRI,Riviere-du-Loup,Canada,Riviere Du Loup,47.764444,-69.584722
COE,Coeur d'Alene,USA,Pappy Boyington,47.7743056,-116.8195833
MOS,Elim,USA,Marktoberdorf Schule,47.777,10.623
SZG,Salzburg,Austria,Salzburg,47.793304,13.004333
YLD,Chapleau,Canada,Chapleau,47.82,-83.346667
LYU,Ely,USA,Ely Municipal,47.824444,-91.830833
BZY,Beltsy,Moldova,Balti International Airport,47.8381,27.7815
GRM,Grand Marais,USA,Grand Marais Cook County Airport,47.8383333,-90.3829444
ULN,Ulan Bator,Mongolia,Chinggis Khaan Intl,47.843056,106.766639
BIE,Beatrice,USA,Biessenhofen BF,47.851,10.634
AAT,Altay,China,Altay Airport,47.866667,88.116667
OZH,Zaporizhzhya,Ukraine,Zaporizhzhia International Airport,47.867,35.3157
PAE,Everett,USA,Snohomish Co,47.906342,-122.281564
LME,Le Mans,France,Arnage,47.948611,0.201667
GFK,Grand Forks,USA,Grand Forks Intl,47.949256,-97.176111
RDR,Red River,USA,Grand Forks Afb,47.961098,-97.401194
YXZ,Wawa,Canada,Wawa,47.966944,-84.786389
UIP,Quimper,France,Pluguffan,47.974981,-4.167786
ORE,Orange,USA,Bricy,47.987778,1.760556
YCL,Charlo,Canada,Charlo,47.990833,-66.330278
LVA,Laval,France,Entrammes,48.031361,-0.742986
BUH,Bucharest,Romania,Buchloe BF,48.0411,10.715
KWG,Krivyy Rih (Krivoy Rog),Ukraine,Lozuvatka International Airport,48.0433,33.21
YVO,Val d'Or,Canada,Val D Or,48.053333,-77.782778
TVF,Thief River Falls,USA,Thief River Falls,48.065556,-96.185
RNS,Rennes,France,St Jacques,48.069508,-1.734794
YVB,Bonaventure,Canada,Bonaventure Airport,48.0711,-65.4603
DOK,Donetsk,Ukraine,Donetsk Intl,48.073611,37.739722
OBF,Oberpfaffenhofen,Germany,Oberpfaffenhofen,48.081364,11.283067
OLF,Wolf Point,USA,LM Clayton Airport,48.094444,-105.575
CMR,Colmar,France,Houssen,48.109853,7.359011
VIE,Wien (Vienna),Austria,Schwechat,48.110278,16.569722
DVL,Devils Lake,USA,Devils Lake Regional Airport,48.114444,-98.908611
CLM,Port Angeles,USA,William R Fairchild International Airport,48.1202,-123.5
COQ,Conquista,Brazil,Choibalsan Airport,48.1357,114.646
MUQ,Muccan,Australia,Munich HBF,48.1408,11.555
NOW,Port Angeles,USA,Port Angeles Cgas,48.141481,-123.414075
BTS,Bratislava,Slovakia,M R Stefanik,48.170167,17.212667
ISN,Williston,USA,Sloulin Fld Intl,48.177939,-103.642347
FEL,Fuerstenfeldbruck,Germany,Furstenfeldbruck,48.205667,11.267
YUY,Rouyn-Noranda,Canada,Rouyn Noranda,48.206111,-78.835556
YKX,Kirkland Lake,Canada,Kirkland Lake,48.210278,-79.981389
GGW,Glasgow,USA,Wokal Field Glasgow International Airport,48.2125,-106.615
LNZ,Linz,Austria,Linz,48.233219,14.187511
CWC,Chernivtsi (Chernovtsy),Ukraine,Chernivtsi International Airport,48.259322,25.980831
MOT,Minot,USA,Minot Intl,48.259378,-101.280333
FCA,Kalispell,USA,Glacier Park Intl,48.310472,-114.256
EPL,Epinal,France,Mirecourt,48.324961,6.069983
XBG,Bogande,Burkina Faso,Bogande Airport,48.329498,-70.995697
YBG,Bagotville,Canada,Bagotville,48.330555,-70.996391
NUW,Oak Harbor,USA,Whidbey Island Nas,48.351803,-122.655906
MUC,Muenchen (Munchen/Munich),Germany,Franz Josef Strauss,48.353783,11.786086
DNK,Dnipropetrovs'k (Dnepropetrovsk),Ukraine,Dnipropetrovsk Intl,48.357222,35.100556
LHA,Lahr,Germany,Lahr Airport,48.3693,7.82772
YQT,Thunder Bay,Canada,Thunder Bay,48.371944,-89.323889
MIB,Minot,USA,Minot Afb,48.415572,-101.357661
VSG,Luhansk,Ukraine,Luhansk International Airport,48.4174,39.3741
YWH,Victoria,Canada,Victoria Inner Harbour Airport,48.422778,-123.3875
AGB,Augsburg,Germany,Augsburg,48.425158,10.931764
BES,Brest,France,Guipavas,48.447911,-4.418539
YXK,Rimouski,Canada,Rimouski Airport,48.478056,-68.496944
LPS,Lopez,USA,Lopez Island Airport,48.4839,-122.938
OTS,Anacortes,USA,Anacortes Airport,48.498889,-122.6625
YTF,Alma,Canada,Alma Airport,48.508611,-71.641389
YRJ,Roberval,Canada,Roberval,48.52,-72.265556
FRD,Friday Harbor,USA,Friday Harbor Airport,48.521944,-123.024444
KHV,Khabarovsk,Russia,Novy,48.528044,135.188361
SBK,Saint Brieuc,France,Armor,48.537777,-2.854445
SXB,Strasbourg,France,Entzheim,48.538319,7.628233
KGO,Kirovohrad (Kirovograd),Ukraine,Kirovograd,48.54,32.29
HVR,Havre,USA,Havre City Co,48.542983,-109.762342
YJT,Stephenville,Canada,Stephenville,48.544167,-58.549999
BYW,Blakeley Island,USA,Blakely Island Airport,48.56025,-122.80243
INL,International Falls,USA,Falls Intl,48.566186,-93.403067
YTS,Timmins,Canada,Timmins,48.569721,-81.376667
XWG,Khalid Military City,Saudi Arabia,Gare de Strasbourg,48.585068,7.734547
DNR,Dinard/Pleurtuit,France,Pleurtuit,48.587683,-2.079958
MXN,Morlaix,France,Ploujean,48.603222,-3.815783
RCE,Roche Harbor,USA,Roche Harbor Seaplane Base,48.608056,-123.159722
CTB,Coritgo Blanco,United Kingdom,Cut Bank Muni,48.608353,-112.376144
YYY,Mont-Joli,Canada,Mont Joli,48.608612,-68.208056
WSX,Westsound,USA,Westsound Seaplane Base,48.617778,-122.952778
PZY,Piestany,Slovakia,Piestany,48.625247,17.828444
UDJ,Uzhgorod,Ukraine,Uzhhorod International Airport,48.634278,22.263356
SLD,Sliac,Slovakia,Sliac,48.637839,19.134108
RSJ,Rosario,USA,Rosario Seaplane Base,48.645556,-122.868056
YYJ,Victoria,Canada,Victoria Intl,48.646944,-123.425833
YAG,Fort Frances,Canada,Fort Frances Municipal Airport,48.6542,-93.4397
KSC,Kosice,Slovakia,Kosice,48.663055,21.241112
STR,Stuttgart,Germany,Stuttgart,48.689878,9.221964
ENC,Nancy,France,Essey,48.692069,6.230458
ESD,Eastsound,USA,Orcas Island Airport,48.708056,-122.910556
ORY,Paris,France,Orly,48.725278,2.359444
BDE,Baudette,USA,Baudette Intl,48.728444,-94.612222
TNF,Toussus-Le-Noble,France,Toussus Le Noble,48.751922,2.106189
LAI,Lannion,France,Lannion,48.754378,-3.471656
YSP,Marathon,Canada,Marathon,48.755278,-86.344444
YIB,Atikokan,Canada,Atikokan Muni,48.773888,-91.638611
YGP,Gaspe,Canada,Gaspe,48.775278,-64.478611
VOG,Volgograd (Stalingrad),Russia,Gumrak,48.782528,44.345544
ZWS,Stuttgart,Germany,Stuttgart Railway Station,48.783611,9.181667
BLI,Bellingham,USA,Bellingham Intl,48.792694,-122.537528
PLY,Kentland,USA,Gare de Lyon,48.844722,2.373611
YGG,Ganges Harbor,Canada,Ganges Water Aerodrome,48.85,-123.5
UGA,Ugashik,USA,Bulgan Airport,48.854167,103.484167
PAR,Paris,France,All Airports,48.856389,2.352222
JPU,Paris,France,La Defense Heliport,48.86667,2.333333
GFR,Granville,France,Granville,48.883057,-1.564167
IFO,Ivano-Frankivs'k (Ivano Frankovsk),Ukraine,Ivano Frankivsk International Airport,48.884167,24.686111
YQX,Gander,Canada,Gander Intl,48.936944,-54.568056
PMB,Pembina,USA,Pembina Muni,48.942501,-97.240833
LBG,Paris,France,Le Bourget,48.969444,2.441389
ETZ,Metz/Nancy,France,Metz Nancy Lorraine,48.982142,6.251319
CDG,Paris,France,Charles De Gaulle,49.012779,2.55
YXX,Abbotsford,Canada,Abbotsford,49.025278,-122.360556
TLG,Tulagi,Solomon Islands,Treuchtlingen BF,49.04,11.081944
YCD,Nanaimo,Canada,Nanaimo,49.052333,-123.870167
MZM,Metz,France,Frescaty,49.071667,6.131667
TAT,Poprad,Slovakia,Tatry,49.073594,20.241142
YDT,Vancouver (Boundary Bay),Canada,Boundary Bay Airport,49.073889,-123.0075
YAZ,Tofino,Canada,Tofino,49.082222,-125.7725
YMG,Manitouwadge,Canada,Manitouwadge,49.083889,-85.860556
POX,Pontoise,France,Cormeilles En Vexin,49.096647,2.040833
YCN,Cochrane,Canada,Cochrane,49.106667,-81.015278
YBC,Baie-Comeau,Canada,Baie Comeau,49.1325,-68.204444
BRQ,Brno,Czech Republic,Turany,49.151269,16.694433
YCW,Chilliwack,Canada,Chilliwack,49.152779,-121.93889
CFR,Caen,France,Carpiquet,49.173333,-0.45
ZNA,Nanaimo,Canada,Nanaimo Harbour Water Airport,49.183333,-123.95
YHN,Hornepayne,Canada,Hornepayne,49.193056,-84.758889
YVR,Vancouver,Canada,Vancouver Intl,49.193889,-123.184444
HLD,Hailar,China,Dongshan,49.204997,119.825
JER,Jersey,Channel Islands,Jersey,49.207947,-2.195508
YEN,Estevan,Canada,Estevan,49.210278,-102.965833
YDF,Deer Lake,Canada,Deer Lake,49.210833,-57.391388
SCN,Saarbruecken (Saarbrucken),Germany,Saarbrucken,49.214553,7.109508
ILZ,Zilina,Slovakia,Žilina Airport,49.231528,18.6135
VIN,Vinnytsya,Russia,Vinnitsa,49.2433,28.6063
CXH,Vancouver (Coal Harbour),Canada,Vancouver Coal Harbour,49.289722,-123.115833
YHC,Hakai Pass,Canada,Vancouver Harbour Water Airport,49.2944,-123.111
YCG,Castlegar,Canada,Castlegar,49.296389,-117.6325
RHE,Reims,France,Champagne,49.31,4.05
TNL,Ternopil (Ternopol),Ukraine,Ternopol,49.31,25.42
XQU,Qualicum Beach,Canada,Qualicum Beach Airport,49.337222,-124.393889
PLV,Poltava,Ukraine,Poltava,49.34261,34.23551
DOL,Deauville,France,St Gatien,49.365339,0.154306
HMJ,Khmel'nyts'kyy (Khmel'nitskiy),Ukraine,Khmeinitskiy,49.366,26.933
URO,Rouen,France,Vallee De Seine,49.384172,1.1748
HDB,Heidelberg,Germany,Heidelberg,49.393333,8.6525
YYU,Kapuskasing,Canada,Kapuskasing,49.413889,-82.4675
CKC,Cherkasy,Ukraine,Cherkassy,49.416666,32.1333
PRV,Prerov,Czech Republic,Prerov,49.425833,17.404722
GCI,Guernsey,Channel Islands,Guernsey,49.434956,-2.601969
RMS,Ramstein,Germany,Ramstein Ab,49.436911,7.600283
NUR,Nullarbor,Australia,Nurnberg HBF,49.446,11.081944
BVA,Beauvais,France,Tille,49.454444,2.112778
YHS,Sechelt,Canada,Sechelt Aerodrome,49.460556,-123.718611
YYF,Penticton,Canada,Penticton,49.463056,-119.602222
YDC,Drayton,Canada,Princeton,49.468056,-120.511389
MHG,Mannheim,Germany,Mannheim City,49.472706,8.514264
NUE,Nuernberg (Nurnberg/Nuremburg),Germany,Nurnberg,49.4987,11.066897
LEH,Le Havre,France,Octeville,49.533889,0.088056
YXC,Cranbrook,Canada,Canadian Rockies Intl,49.612222,-115.781944
YPT,Pender Harbour,Canada,Pender Harbour Water Aerodrome,49.616667,-124.016667
LUX,Luxembourg,Luxembourg,Luxembourg,49.626575,6.211517
YQL,Lethbridge,Canada,Lethbridge,49.630278,-112.799722
CER,Cherbourg,France,Maupertus,49.650106,-1.470281
KGF,Waraghandy (Karaganda),Kazakhstan,Sary-Arka,49.670833,73.334444
YGB,Gillies Bay (Texada),Canada,Texada Gillies Bay Airport,49.6942,-124.518
OSR,Ostrava,Czech Republic,Mosnov,49.696292,18.111053
ACI,Alderney,Channel Islands,Alderney,49.706111,-2.214722
YQQ,Comox,Canada,Comox,49.710833,-124.886667
YHF,Hearst,Canada,Rene Fontaine,49.713889,-83.686944
YNM,Matagami,Canada,Matagami,49.761667,-77.802778
YMT,Chibougamau,Canada,Chapais Airport,49.7719,-74.5281
YGQ,Geraldton,Canada,Geraldton Greenstone Regional,49.778332,-86.939445
YQK,Kenora,Canada,Kenora,49.788334,-94.363056
LWO,Lviv (Lwow/Lvov),Ukraine,Lviv Intl,49.8125,23.956111
YHD,Dryden,Canada,Dryden Rgnl,49.831667,-92.744167
YPW,Powell River,Canada,Powell River Airport,49.8342,-124.5
YPN,Port-Menier,Canada,Port Menier,49.836389,-64.288611
YPG,Portage,Canada,Southport,49.903056,-98.273889
YBR,Brandon,Canada,Brandon Muni,49.91,-99.951944
YWG,Winnipeg,Canada,Winnipeg Intl,49.910036,-97.239886
BAM,Battle Mountain,USA,Bamberg BF,49.911,10.9
ISC,Scilly Isles,United Kingdom,ISLES OF SCILLY,49.919,-6.3075
HRK,Kharkiv (Kharkov),Ukraine,Osnova International Airport,49.924786,36.289986
TSO,Scilly Tresco,United Kingdom,Tresco Heliport,49.945556,-6.331389
HHN,Hahn,Germany,Frankfurt Hahn,49.948672,7.263892
YBL,Campbell River,Canada,Campbell River,49.950832,-125.270833
YLW,Kelowna,Canada,Kelowna,49.956112,-119.377778
SPM,Spangdahlem,Germany,Spangdahlem Ab,49.972667,6.6925
BYU,Bayreuth,Germany,Bayreuth,49.984428,11.638569
QMZ,Mainz,Germany,Mainz,50.00829,8.27356
YXH,Medicine Hat,Canada,Medicine Hat,50.01889,-110.720833
FRA,Frankfurt,Germany,Frankfurt Main,50.026421,8.543125
UKK,Oskeman (Ust Kamenogorsk),Kazakhstan,Ust Kamenogorsk Airport,50.0366,82.4942
YAV,Miners Bay,Canada,Winnipeg St Andrews,50.056389,-97.0325
KRK,Krakow,Poland,Balice,50.077731,19.784836
PRG,Praha (Prague),Czech Republic,Ruzyne,50.100833,14.26
LEQ,Lands End,United Kingdom,Land's End / St. Just Airport,50.1028,-5.67056
RZE,Rzeszow,Poland,Jasionka,50.109958,22.019
YXL,Sioux Lookout,Canada,Sioux Lookout,50.113889,-91.905278
PZE,Penzance,United Kingdom,Penzance Heliport,50.1281,-5.51845
KIP,Wichita Falls,USA,KIEV INTERNATIONAL AIRPORT,50.1403,30.1808
YWS,Whistler,Canada,Whistler/Green Lake Water Aerodrome,50.1436,-122.949
YQN,Nakina,Canada,Nakina Airport,50.182777,-86.696388
YNA,Natashquan,Canada,Natashquan,50.19,-61.789167
LKS,Lakeside,USA,Sazena,50.1929,14.1532
ZKG,Kegaska,Canada,Kegaska Airport,50.195833,-61.265833
KLV,Karlovy Vary,Czech Republic,Karlovy Vary,50.202978,12.914983
YZV,Sept-Iles,Canada,Sept Iles,50.223333,-66.265556
AYK,Arkalyk,Kazakhstan,Arkalyk Airport,50.2395,66.941
AKX,Aqtobe (Aktyubinsk),Kazakhstan,Aktyubinsk,50.245833,57.206667
HEK,Heihe,China,Heihe Airport,50.25,127.3
YSD,Suffield,Canada,Suffield Heliport,50.2666701,-111.182999
ZTR,Zhytomyr (Zhitomir),Ukraine,Zhytomyr,50.270556,28.738611
YGV,Havre St. Pierre,Canada,Havre Saint-Pierre Airport,50.281944,-63.611389
HOQ,Hof,Germany,Hof Plauen,50.288836,11.854919
YYW,Armstrong,Canada,Armstrong,50.290279,-88.909721
YYN,Swift Current,Canada,Swift Current,50.291944,-107.690556
YMJ,Moose Jaw,Canada,Moose Jaw Air Vice Marshal C M Mcewen,50.330278,-105.559167
KBP,Kyyiv (Kiev),Ukraine,Boryspil Intl,50.345,30.894722
PLX,Semey (Semipalatinsk),Kazakhstan,Semipalatinsk,50.3513,80.2344
YRR,Stuart Island,Canada,Big Bay Water Aerodrome,50.4,-125.133333
IEV,Kyyiv (Kiev),Ukraine,Zhuliany Intl,50.401694,30.449697
KXK,Komsomolsk Na Amure,Russia,Komsomolsk-on-Amur Airport,50.4094,136.934
PLH,Plymouth,United Kingdom,Plymouth,50.422778,-4.105833
BQS,Blagoveschensk,Russia,Ignatyevo,50.425394,127.412478
YQR,Regina,Canada,Regina Intl,50.431944,-104.665833
NQY,Newquay,United Kingdom,St Mawgan,50.440558,-4.995408
CRL,Charleroi,Belgium,Brussels South,50.459197,4.453817
YHR,Harrington Harbour,Canada,Chevery Airport,50.4689,-59.6367
KTW,Katowice,Poland,Pyrzowice,50.474253,19.080019
LTQ,Le Touquet,France,Le Touquet Paris Plage,50.517385,1.620587
LIL,Lille,France,Lesquin,50.561942,3.089444
YMP,Port McNeill,Canada,Port McNeill Airport,50.575556,-127.028611
RWN,Rivne (Rovno),Ukraine,Rivne International Airport,50.6071,26.1416
YGM,Gimli,Canada,Gimli Industrial Park Airport,50.628056,-97.043333
LGG,Liege (Luttich),Belgium,Liege,50.637417,5.443222
ZTB,Tete-a-la-Baleine,Canada,Tête-à-la-Baleine Airport,50.6744,-59.3836
BBP,Bembridge,United Kingdom,Bembridge,50.677778,-1.109444
YZT,Port Hardy,Canada,Port Hardy,50.680556,-127.366667
YKA,Kamloops,Canada,Kamloops,50.702222,-120.444444
BNJ,Bonn,Germany,Hauptbahnhof,50.731944,7.096944
EXT,Exeter,United Kingdom,Exeter,50.734444,-3.413889
BOH,Bournemouth,United Kingdom,Bournemouth,50.78,-1.8425
PME,Portsmouth,United Kingdom,Portsmouth Airport,50.8,-1.083333
AAH,Aachen,Germany,Flugplatz Merzbrueck,50.823194,6.186389
ZLT,La Tabatiere,Canada,La Tabatière Airport,50.8308,-58.9756
ESH,Shoreham,United Kingdom,Shoreham,50.835556,-0.297222
CGN,Koeln (Koln Cologne)/Bonn,Germany,Koln Bonn,50.865917,7.142744
YTG,Sullivan Bay,Canada,Sullivan Bay Water Aerodrome,50.883333,-126.833333
CZW,Czestochowa,Poland,RUDNIKI,50.884722,19.202222
BRU,Brussels (Bruxelles),Belgium,Brussels Natl,50.901389,4.484444
MST,Maastricht,Netherlands,Maastricht,50.911658,5.770144
QKL,Koeln (Koln/Cologne),Germany,Cologne Railway,50.9425,6.958056
KOX,Kokonao,Indonesia,Koln HBF,50.9425,6.958056
SOU,Southampton,United Kingdom,Southampton,50.950261,-1.356803
LYX,Lydd,United Kingdom,Lydd,50.956111,0.939167
GKE,Geilenkirchen,Germany,Geilenkirchen,50.960817,6.042422
CQF,Calais,France,Calais Dunkerque,50.962097,1.954764
YRV,Revelstoke,Canada,Revelstoke Airport,50.9667,-118.183
ERF,Erfurt,Germany,Erfurt,50.979811,10.958106
AOC,Altenburg,Germany,Altenburg Nobitz,50.981817,12.506361
YEO,Yeovilton,United Kingdom,Yeovilton,51.009358,-2.638819
TSE,Aqmola (Tselinograd),Kazakhstan,Astana Intl,51.022222,71.466944
YRL,Red Lake,Canada,Red Lake Airport,51.0669,-93.7931
OSW,Orsk,Russia,Orsk Airport,51.0725,58.5956
LYM,Ashford,United Kingdom,Ashford,51.083333,1.016667
YDN,Dauphin,Canada,Dauphin Barker,51.100834,-100.0525
WRO,Wroclaw,Poland,Strachowice,51.102683,16.885836
YBW,Bedwell Harbour,Canada,Calgary Springbank Airport,51.1031,-114.374
YYC,Calgary,Canada,Calgary Intl,51.113888,-114.020278
DRS,Dresden,Germany,Dresden,51.132767,13.767161
LGW,London,United Kingdom,Gatwick,51.148056,-0.190278
URA,Oral (Uralsk),Kazakhstan,Uralsk,51.150833,51.543056
QLA,Los Angeles,USA,Lasham,51.187167,-1.0335
ANR,Antwerpen (Antwerp),Belgium,Deurne,51.189444,4.460278
BBJ,Bitburg,Germany,Bautzen,51.193531,14.519747
OST,Ostend (Oostende),Belgium,Oostende,51.198889,2.862222
YIF,Pakuashipi,Canada,St Augustin Airport,51.2117,-58.6583
KRH,Redhill,United Kingdom,Redhill Aerodrome,51.213612,-0.13861
QDU,Duesseldorf (Dusseldorf),Germany,Dusseldorf Hauptbahnhof,51.220278,6.792778
MGL,Moenchengladbach (Monchengladbach),Germany,Monchengladbach,51.230356,6.504494
ODH,Odiham,United Kingdom,Odiham,51.234139,-0.942825
CEJ,Chernihiv (Chernigov),Ukraine,Chernigov,51.24,31.09
YQV,Yorkton,Canada,Yorkton Muni,51.264721,-102.461667
FAB,Farnborough,United Kingdom,Farnborough,51.275833,-0.776333
DUS,Duesseldorf (Dusseldorf),Germany,Dusseldorf,51.289453,6.766775
YMO,Moosonee,Canada,Moosonee,51.291111,-80.607778
YGE,Gorge Harbor,Canada,Golden Airport,51.2992,-116.982
KNO,Knokke-Heist/Zoute,Belgium,Knokke-Heist Westkapelle Heliport,51.3222,3.29306
BBS,Blackbush,United Kingdom,Blackbushe,51.323889,-0.8475
BQH,Biggin Hill,United Kingdom,Biggin Hill,51.330833,0.0325
RTW,Saratov,Russia,Central,51.334366,46.022952
MSE,Manston,United Kingdom,Manston,51.342222,1.346111
RCS,Rochester,United Kingdom,Rochester Airport,51.351944,0.502778
BRS,Bristol,United Kingdom,Bristol,51.382669,-2.719089
YAY,St. Anthony,Canada,St Anthony,51.391944,-56.083056
CWL,Cardiff,United Kingdom,Cardiff,51.396667,-3.343333
ESS,Essen,Germany,Essen Mulheim,51.402333,6.937333
KSF,Kassel,Germany,Kassel Calden,51.408394,9.377631
LEJ,Leipzig,Germany,Leipzig Halle,51.432447,12.241633
